url,org,candid_camp,num_tweets,num_tweets_all,sentiment_mean,wc,negativ_ct,positiv_ct,negativ_percent,positiv_percent,emotionality,positivity
http://www.cnn.com/2016/03/24/politics/donald-trump-arizona-sammys-mexican-grill/index.html,cnn,Cruz,2,36.0,0.277777791023,43,0,0,0.0,0.0,0.0,0.0
http://www.cnn.com/2016/02/13/politics/jeb-bush-donald-trump-positive/index.html,cnn,Cruz,1,28.0,0.5,789,11,13,0.0139416983523,0.0164765525982,0.0304182509506,0.00253485424588
http://www.cnn.com/2016/01/25/politics/glenn-beck-donald-trump-dangerous/index.html,cnn,Cruz,7,274.0,0.01094890479,376,7,1,0.0186170212766,0.00265957446809,0.0212765957447,-0.0159574468085
http://www.politico.com/story/2016/01/ted-cruz-no-health-insurance-218070,politico,Cruz,4,73.0,-0.136986300349,1423,10,9,0.00702740688686,0.00632466619817,0.013352073085,-0.000702740688686
http://www.cnn.com/2016/01/15/politics/hillary-clinton-jimmy-fallon-polls/index.html,cnn,Cruz,1,30.0,0.0,468,3,3,0.00641025641026,0.00641025641026,0.0128205128205,0.0
http://www.cnn.com/2016/01/20/politics/syrian-refugees-senate-vote-2016/index.html,cnn,Cruz,2,138.0,-0.442028999329,957,11,12,0.0114942528736,0.012539184953,0.0240334378265,0.00104493207941
http://www.politico.com/story/2016/01/trump-clinton-have-narrow-leads-in-final-iowa-poll-218463,politico,Cruz,2,23.0,0.434782594442,1488,6,10,0.00403225806452,0.00672043010753,0.010752688172,0.00268817204301
http://www.foxnews.com/politics/2016/01/22/fox-news-poll-trump-cruz-top-gop-race-few-have-birther-concerns.html,fox,Cruz,17,282.0,0.964538991451,754,7,5,0.00928381962865,0.00663129973475,0.0159151193634,-0.0026525198939
http://www.politico.com/story/2016/01/jeb-bush-2016-campaign-blame-218049,politico,Cruz,5,36.0,-0.5,3098,21,27,0.0067785668173,0.00871530019367,0.015493867011,0.00193673337637
http://www.politico.com/story/2016/01/barack-obama-donald-trump-217738,politico,Cruz,2,13.0,-0.153846159577,1442,13,11,0.00901525658807,0.00762829403606,0.0166435506241,-0.00138696255201
http://www.politico.com/story/2016/01/the-bill-and-hillary-show-hits-the-road-217343,politico,Cruz,1,22.0,0.0454545468092,2064,20,20,0.00968992248062,0.00968992248062,0.0193798449612,0.0
http://www.cnn.com/2016/01/03/politics/donald-trump-bill-clinton-fair-game/index.html,cnn,Cruz,2,163.0,-0.619631886482,418,3,5,0.00717703349282,0.011961722488,0.0191387559809,0.00478468899522
http://www.cnn.com/2016/02/25/politics/ted-cruz-super-tuesday-texas/index.html,cnn,Cruz,5,140.0,-0.021428572014,1169,7,17,0.0059880239521,0.0145423438837,0.0205303678358,0.00855431993157
